"control_number","session_number","session_type","abstract_title","author_block","abstract_body","abstract_type","abstract_scientific_area","abstract_clinical_area"
"ASC20221415","83.16","Quickshot","Effect of Race on Perioperative Outcomes after Robotic-Assisted Pulmonary Lobectomy","S. M. Cool<sup>1</sup>, D. Nguyen<sup>1</sup>, J. Cobb<sup>1</sup>, C. Chase<sup>1</sup>, A. Varadhan<sup>1</sup>, G. Fishberger<sup>1</sup>, M. Dolorit<sup>1</sup>, H. Strang<sup>1</sup>, E. Weeden<sup>1</sup>, R. Mhaskar<sup>1</sup>, J. R. Garrett<sup>2</sup>, C. C. Moodie<sup>2</sup>, J. P. Fontaine<sup>2, 3, 4</sup>, J. Tew<sup>2</sup>, J. J. Baldonado<sup>2, 3, 4</sup>, E. M. Toloza<sup>2, 3, 4</sup> &nbsp;<sup>1</sup>University of South Florida Health, Morsani College Of Medicine, Tampa, FL, USA&nbsp;<sup>2</sup>Moffitt Cancer Center, Department Of Thoracic Oncology, Tampa, FL, USA&nbsp;<sup>3</sup>University of South Florida Health Morsani College of Medicine, Department Of Surgery, Tampa, FL, USA&nbsp;<sup>4</sup>University of South Florida Morsani College of Medicine, Department Of Oncologic Sciences, Tampa, FL, USA","<strong>Introduction</strong>: Racial disparities in cancer have been identified in access to surgery, postoperative outcomes, and survival. This study aims to compare perioperative outcomes by race after robotic-assisted pulmonary lobectomy.

<br><br><strong>Methods</strong>: We retrospectively analyzed 705 consecutive patients who underwent robotic-assisted pulmonary lobectomy by one surgeon at one institution over 10.8 years. Patients were grouped by race. Primary outcomes were skin-to-skin operative time, estimated blood loss (EBL), chest tube (CT) duration, hospital length of stay (LOS), and in-hospital mortality. Secondary outcomes included intra-operative and post-operative complications. Patient demographic characteristics, preoperative comorbidities, and tumor characteristics were analyzed. Outcomes were analyzed by Wilcoxon Two-Sample Test, Kruskal-Wallis Test, or Chi-Square Test, with p&le;0.05 as significant. Kaplan-Meier curves were used to compare survival in months by race.

<br><br><strong>Results</strong>: Of 705 total patients, there were 657 White, 18 Black, 12 Asian/Pacific Islander (API), 3 Native American/Alaskan (NAA), and 15 Other Race. Due to the small sample sizes, patients were grouped as White (n=657) and Non-White (n=48) race. Race groups significantly differed in mean age (White=68.7 yr, Non-White=62.7 yr; p=0.0056), mean preoperative forced expiratory volume in 1 second as a percentage (FEV1%) of predicted at the time of surgery (White=87.8%, Non-White=97.8%, p=0.0005), and preoperative hyperlipidemia (White=45.3%, Non-White=27.1%

, p=0.0141). Race groups significantly differed in postoperative arrhythmia (White=20.9%, Non-White=6.3%; p=0.041), true postoperative (not present preoperatively) atrial fibrillation (White=12.5%, Non-White=2.1%; p=0.0309), postoperative mucous plug requiring bronchoscopy (White=4.0%, Non-White=12.5%); p=0.017), median CT duration (White=4 days, Non-White=3 days; p=0.0081), and median hospital LOS (White=4 days, Non-White=3 days; p=0.0345). There were no significant racial differences in any intraoperative complications, EBL or skin-to-skin operative time, or any other postoperative complications between the two groups. Kaplan-Meier curves did not show any significant difference in overall survival.

<br><br><strong>Conclusions</strong>: Following robotic-assisted pulmonary lobectomy, Non-White patients were more likely to have postoperative mucous plugs than White patients, while White patients were more likely to have postoperative arrhythmia and postoperative atrial fibrillation and had longer median chest tube duration and hospital LOS than Non-White patients. Multivariable analysis accounting for preoperative differences between race groups is the next step to further understand these differences in peri-operative outcomes by race.
","Clinical/Outcomes","Disparities and Access to Care","Cardiothoracic"
"ASC20221638","83.18","Quickshot","Association of the Adoption of Ride-Share Services on Motor Vehicle-Associated Deceased Organ Donors","K. Carter<sup>1</sup>, S. Lirette<sup>3</sup>, A. Mohammed<sup>2</sup>, D. Baran<sup>4, 5</sup>, H. Copeland<sup>6, 7</sup> &nbsp;<sup>1</sup>University Of Mississippi, Surgery, Jackson, MS, USA&nbsp;<sup>2</sup>Lutheran Hospital, Division Of Cardiology, Advanced Heart Failure, And Transplant, Fort Wayne, IN, USA&nbsp;<sup>3</sup>Fulcrum, Jackson, MS, USA&nbsp;<sup>4</sup>Sentara Heart Hospital, Division Of Heart Failure, Transplant, Norfolk, VA, USA&nbsp;<sup>5</sup>Eastern Virginia Medical School, Division Of Heart Failure, Transplant, Norfolk, VA, USA&nbsp;<sup>6</sup>Indiana University School of Medicine - Fort Wayne, Cardiothoracic Surgery, Fort Wayne, IN, USA&nbsp;<sup>7</sup>Lutheran Hospital, Cardiothoracic Surgery, Fort Wayne, IN, USA","<strong>Introduction</strong>: Recent single-center studies have shown an association between the introduction and adoption of rideshare services and a significant reduction in alcohol-related motor vehicle collisions and fatalities at urban trauma centers. No studies have investigated the effects of the introduction and widespread adoption of rideshare services on the number of organ donors available from motor vehicle accidents (MVAs) and the effect on the overall donor pool. We hypothesize that the number of deceased donors from MVAs has decreased with the introduction of rideshare services and has also significantly decreased with their widespread adoption. 


<br><br><strong>Methods</strong>: The United Network for Organ Sharing (UNOs) database was retrospectively reviewed from 9/29/87 to 3/5/21 for deceased donors. Only pediatric donors were excluded (age&lt;15). Donors were analyzed by the circumstance of death, which included: MVA, suicide, homicide, non-MVA accident, natural causes, and &#39;other&#39;. The launch of the major rideshare service in the United States occurred on 7/15/10. This service was available in 100 cities in April 2014 and in 500 cities in December 2016. Data were analyzed in a continuous manner, and then 4 major adoption periods were considered: pre-launch, launch-to-narrow adoption, narrow-to-wide adoption, and post-wide adoption.


<br><br><strong>Results</strong>: The circumstance of death for 218,606 deceased donors was available and was included in our analysis. The donors were 60% male, 71% white, and the mean deceased age was 42 years. MVA proportion of death decreased 5% (p&lt;0.001) from the launch-to-narrow adoption period (16%), compared to pre-launch (21%). The proportion of death decreased to 14% (p&lt;0.001) during the narrow-to-wide adoption period and to 12% (p&lt;0.001) during the wide adoption period. Figure 1 shows stacked percentages of the various circumstances of death in a continuous manner. Of note: homicides, suicides, and non-MVA accidents were not consistently recorded until 1994, and natural causes until 2001. This graph demonstrates a notable drop in MVA percentages beginning after the launch of rideshare services with steady declines continuing to the period of wide adoption. While absolute numbers of MVA donors has steadily increased since 2014, the other deceased donor categories have increased at a higher rate. 


<br><br><strong>Conclusion</strong>: The invention and adoption of rideshare services is associated with a decrease in the proportion of organ donors from MVAs.

 
","Clinical/Outcomes","Health Policy/Patient Safety","Cardiothoracic"
"ASC20221703","83.19","Quickshot","Effect of Ethnicity on Peri-Operative Outcomes after Robotic-Assisted Pulmonary Lobectomy.","S. M. Cool<sup>1</sup>, D. Nguyen<sup>1</sup>, J. Cobb<sup>1</sup>, C. Chase<sup>1</sup>, A. Varadhan<sup>1</sup>, G. Fishberger<sup>1</sup>, M. Dolorit<sup>1</sup>, H. Strang<sup>1</sup>, E. Weeden<sup>1</sup>, R. Mhaskar<sup>1</sup>, J. R. Garrett<sup>2</sup>, C. C. Moodie<sup>2</sup>, J. P. Fontaine<sup>2, 3, 4</sup>, J. Tew<sup>2</sup>, J. J. Baldonado<sup>2, 3, 4</sup>, E. M. Toloza<sup>2, 3, 4</sup> &nbsp;<sup>1</sup>University of South Florida Health, Morsani College Of Medicine, Tampa, FL, USA&nbsp;<sup>2</sup>Moffitt Cancer Center, Department Of Thoracic Oncology, Tampa, FL, USA&nbsp;<sup>3</sup>University of South Florida Health Morsani College of Medicine, Department Of Surgery, Tampa, FL, USA&nbsp;<sup>4</sup>University of South Florida Health Morsani College of Medicine, Department Of Oncologic Sciences, Tampa, FL, USA","<strong>Introduction</strong>: Racial and Ethnic disparities in access to surgical treatment, post-operative outcomes, and survival rates have been identified in cancer treatment. This study aims to identify differences in peri-operative outcomes between patients categorized by self-reported Ethnicity after robotic-assisted pulmonary lobectomy.

<br><br><strong>Methods</strong>: We retrospectively analyzed 704 consecutive patients who underwent robotic-assisted pulmonary lobectomy by one surgeon at one institution over a 10.8-year period. Patients were grouped by Hispanic vs. Non-Hispanic Ethnicity from self-reported data within electronic medical records. Primary outcomes were skin-to-skin operative time, estimated blood loss (EBL), chest tube duration, hospital length of stay (LOS), and in-hospital mortality. Secondary outcomes included intra-operative and post-operative complications. Outcomes were analyzed by Wilcoxon Two-Sample Test, Kruskal-Wallis Test, Chi-Square Test, or Fisher&rsquo;s Exact Test.

<br><br><strong>Results</strong>: Of 704 total patients, 599 patients had self-reported Ethnicity data available, with 563 Non-Hispanics and 36 Hispanics. There were no significant differences between Ethnicity groups for any of the primary or secondary peri-operative outcomes analyzed. There was no statistically significant difference in in-hospital mortality (p=1.000), but all 5 (0.8%) patients who died while in hospital were of Non-Hispanic Ethnicity.

<br><br><strong>Conclusions</strong>: Following robotic-assisted pulmonary lobectomy, there were no statistically significant differences between patients of Hispanic and Non-Hispanic Ethnicity in skin-to-skin operative time, EBL, occurrence of intra-operative or post-operative complications, chest tube duration, hospital LOS, or in-hospital mortality. Robotic-assisted pulmonary lobectomy is feasible and safe, with no apparent disparity in outcomes based on Ethnicity.
","Clinical/Outcomes","Disparities and Access to Care","Cardiothoracic"
"ASC20221724","83.20","Quickshot","Patient Race Influences Rates of Atrial Fibrillation Following Robotic-Assisted Pulmonary Lobectomy","H. E. Strang<sup>1</sup>, S. Cool<sup>1</sup>, G. Fishberger<sup>1</sup>, D. Nguyen<sup>1</sup>, C. Chase<sup>1</sup>, J. Cobb<sup>1</sup>, A. Varadhan<sup>1</sup>, M. Dolorit<sup>1</sup>, E. Weeden<sup>1</sup>, R. Mhaskar<sup>1</sup>, J. R. Garrett<sup>2</sup>, C. C. Moodie<sup>2</sup>, J. P. Fontaine<sup>1, 2</sup>, J. R. Tew<sup>2</sup>, J. J. Baldonado<sup>1, 2</sup>, E. M. Toloza<sup>1, 2</sup> &nbsp;<sup>1</sup>University Of South Florida College Of Medicine, Morsani College Of Medicine, Tampa, FL, USA&nbsp;<sup>2</sup>Moffitt Cancer Center And Research Institute, Department Of Thoracic Oncology, Tampa, FL, USA","<strong>Introduction</strong>: Investigating interracial differences in postoperative complications will help cardiothoracic surgeons tailor postoperative care for at-risk groups and reduce hospital costs. We investigated interracial differences in postoperative atrial fibrillation (POAF) incidences following robot-assisted video-thoracoscopic (RAVT) pulmonary lobectomy.

<br><br><strong>Methods</strong>: We retrospectively analyzed 711 consecutive patients who underwent RAVT pulmonary lobectomy by one surgeon during a 10.8-year period. Patients with documented prior incidences of atrial fibrillation were excluded in order to study incidences of new-onset POAF. Patients were categorized as Caucasian, African American (AA), Asian/Pacific-Insider (API), Native American (NA), or Other. We also compared Caucasian vs. non-Caucasian patients, the latter comprised of all AA, API, NA, and Other patients. We used Pearson &chi;<sup>2</sup> analysis to compare variables, with p &le; 0.05 as significant.

<br><br><strong>Results</strong>: Of 711 study patients, 648 patients had no prior history of atrial fibrillation and included 601 Caucasian patients, 17 AA patients, 12 API patients, 3 NA patients, and 15 Other patients. Of 83 patients who developed new-onset POAF, 82 were Caucasian, and 1 was API. There were no statistical differences in incidences of new-onset POAF among these five racial groups (p = 0.220). However, Caucasian patients had significantly greater incidences of new-onset POAF than non-Caucasians (p = 0.023; Table 1).

<br><br><strong>Conclusion</strong>: We found no significant interracial differences in the incidence of new-onset POAF following RAVT pulmonary lobectomy, but we did find a significant difference between Caucasian and non-Caucasian patients. Further investigation should explore this question using more extensive databases that include more minority patients.

 
","Clinical/Outcomes","Disparities and Access to Care","Cardiothoracic"
"ASC20220124","84.01","Quickshot","Tolerance and Outcomes of Neoadjuvant Chemotherapy in Geriatric Breast Cancer Patients","L. C. Brown<sup>1</sup>, M. J. Carr<sup>2</sup>, C. Sam<sup>3</sup>, W. Sun<sup>3</sup>, J. Whiting<sup>3</sup>, Y. Kim<sup>3</sup>, M. C. Lee<sup>3</sup> &nbsp;<sup>2</sup>University Of Louisville, Louisville, KY, USA&nbsp;<sup>3</sup>Moffitt Cancer Center And Research Institute, Tampa, FL, USA&nbsp;<sup>1</sup>University Of South Florida College Of Medicine, Tampa, FL, USA","<strong>Introduction</strong>: Geriatric breast cancer patients may respond differently to neoadjuvant chemotherapy (NAC) than younger patients due to medical comorbidities and declining organ function. We hypothesized that geriatric women would have decreased tolerance for NAC than younger patients, and present our data on outcome, tolerance, and toxicity of NAC in this population.

<br><br><strong>Methods</strong>: A single institution review of TNBC and Her2+ patients &ge;70 years treated with NAC 2000-2019 was conducted. Demographic, comorbidity, treatment, and toxicity variables were collected. Eligible patients were &ge;70 years, female, received NAC, and had TNBC or Her2+ breast cancer. Log-rank tests and Cox regression visualized survival outcomes and evaluated associations with clinical and demographic variables. Descriptive statistics were performed.

<br><br><strong>Results</strong>: Of 43 patients, mean age of diagnosis was 74 years (range 70-85), median BMI 27kg/m<sup>2 </sup>(range 18-40), and mean follow up time 59 months (range 12-180). Patients had TNBC (61%) or Her2+ breast cancer (40%), with most T2 (63%) and N1(53%). Most NAC regimens were Adriamycin (44%) or Herceptin (40%) based. Dose reduction occurred in 6/42 (14%) cases, with 2/6 dose reduced cases also discontinuing NAC early. Early discontinuation occurred in 10/43 (23%) cases, often due to toxicity (8/10). NAC toxicities occurred in 35/43 (81%) patients, mostly neutropenia (74%, 31/42) and neuropathy (21%, 9/43). Average left ventricular ejection fraction (EF) change was -3% (Table). Following NAC, T stage decreased in 67%, stayed the same in 30%, and increased in 2% of patients; N stage decreased in 29%, stayed the same in 48%, and increased in 24% of patients. Cancer recurrence occurred in 16% of patients, more often distant (12%) than local (5%). ECOG scores were primarily 0 at diagnosis (80%), post-NAC (65%), and post-treatment (67%). The highest ECOG score reported was 2. ECOG scores did not predict early discontinuation; however, an ECOG of 2 post-treatment was associated with worse overall survival (HR 28.9 (4.5-183.9)) and worse recurrence-free survival (HR 11.4 (1.9-67.4)). Cancer recurrence (HR 12.6 (2.3-69.5)), especially distant recurrence (HR 16.7 (2.7-103.4)), and larger clinical tumor size (HR 1.04 (1.0-1.1)) were also associated with worse overall survival.

<br><br><strong>Conclusion</strong>: NAC was effective in reducing clinical tumor stage for most geriatric TNBC or Her2+ breast cancer patients, but many patients experienced at least one chemotherapy-related toxicity, leading to dose reduction and early discontinuation in some patients. Higher post-treatment ECOG scores were associated with worse overall survival and worse recurrence-free survival, suggesting more severe treatment toxicity may be associated with poorer outcome.

 
","Clinical/Outcomes","Patient-Centered Outcomes","Oncology"
"ASC20220241","84.02","Quickshot","Review of Cancer Quality Measures that Promote De-Implementation of Low-Value Care","B. L. Ellsworth<sup>1</sup>, A. Metz<sup>1</sup>, N. Mott<sup>1</sup>, R. Kazemi<sup>1</sup>, M. Stover<sup>1</sup>, T. Hughes<sup>2, 3</sup>, L. A. Dossett<sup>2, 3</sup> &nbsp;<sup>1</sup>University of Michigan, Medical School, Ann Arbor, MICHIGAN, USA&nbsp;<sup>2</sup>Michigan Medicine, Department Of Surgery, Ann Arbor, MICHIGAN, USA&nbsp;<sup>3</sup>Michigan Medicine, Center For Healthcare Outcomes And Policy, Ann Arbor, MICHIGAN, USA","<strong>Introduction</strong>: Cancer quality measures have historically included the active provision of tests and treatments. In the setting of rising healthcare costs and campaigns aimed at reducing low-value care, recognition of cancer overtreatment has increased with associated recommendations to avoid low-value cancer treatments that can be harmful and costly without improving survival. The extent to which avoidance of low-value care has been incorporated in cancer quality measures is unknown. We aimed to characterize current cancer quality measures endorsing avoiding low-value care services. Secondarily, we identified gaps in current quality measures and provide recommendations for the development and implementation of low-value quality measures.


<br><br><strong>Methods</strong>: We systematically identified breast, colon, lung, and prostate cancer quality measures from leading quality measure organizations (i.e., NQF and NQMC). We then categorized those measures focused on reducing low-value care and classified these measures as targeting low-value screening, diagnostic testing and staging, treatment, surveillance, or clinical outcomes.


<br><br><strong>Results</strong>: We analyzed 147 quality measures from 6 organizations. Of these 23% (n=34) involved avoidance of low-value care. Breast cancer had the most measures targeting avoidance of low-value care (n=12 [35.3%]), followed by lung (n=9 [26.5%]), colon (n=8 [23.5%]), and prostate (n=5 [14.7%]) cancer. Overall, the largest percentage of these measures centered on treatments (n=13 [38.2%]), followed by diagnostic testing and staging (n=7 [20.6%]), surveillance (n=6 [17.6%]), screening (n=5 [14.7%]), and clinical outcomes (n=3 [8.8%]).


<br><br><strong>Conclusion</strong>: Leading cancer quality measure organizations have endorsed some measures aimed at reducing low-value services. Many other evidence-based low-value recommendations have not been incorporated. Barriers include the difficulty in measuring appropriateness and subsequently developing a reliable, valid, and practical quality measure. 

 
","Clinical/Outcomes","Quality of Care","Oncology"
"ASC20220419","84.04","Quickshot","Should All Patients with Appendiceal Non-mucinous Adenocarcinoma Undergo Complete Lymph Node Staging?","R. J. Straker<sup>1</sup>, C. E. Sharon<sup>1</sup>, S. Grinberg<sup>1</sup>, A. B. Shannon<sup>1</sup>, D. L. Fraker<sup>1</sup>, S. Shanmugan<sup>1</sup>, J. T. Miura<sup>1</sup>, G. C. Karakousis<sup>1</sup> &nbsp;<sup>1</sup>Hospital Of The University Of Pennsylvania, Department Of Surgery, Philadelphia, PA, USA","<strong>Introduction</strong>: Full oncologic resection via right hemicolectomy (RHC) to obtain appropriate lymph node staging is currently recommended for patients with non-mucinous adenocarcinoma of the appendix (NMACA). However, it is unclear whether a group of patients exist with early NMACA who may be at low risk of developing LN metastases, and thus might be amenable to a less extensive resection without compromising outcomes.

<br><br><strong>Methods</strong>: The National Cancer Database was used to perform a retrospective analysis (2004-2016) of patients with NMACA without distant metastases who underwent margin negative surgical resection via either an RHC or appendectomy/partial colectomy (A/PC) and had at least 1 lymph node evaluated. Patients with lymph node metastases were compared to those without lymph node metastases to identify factors prognostic for nodal spread. Multivariable survival analysis was performed using Cox proportional hazards analysis. Five-year overall survival (OS) outcomes were compared between patients who underwent RHC versus A/PC using the Kaplan-Meier method and log-rank test.

<br><br><strong>Results</strong>: Of the 2,866 patients evaluated, 842 (29.4%) had nodal metastases. T4 T-stage (odds ratio [OR] 3.4, p=0.012), poorly/undifferentiated histology (OR 1.9, p=0.045), and lymphovascular invasion ([LVI], OR 4.3, p&lt;0.001) were significantly associated with nodal metastasis. Forty-nine patients had tumors at low-risk for lymph node positivity (T1 T-stage tumors with well-differentiated histology and without LVI), and among this low-risk group, the rate of lymph node positivity was 2.0% (95% confidence interval [CI] 0.36%-10.69%). Conversely, among the 2,817 non-low-risk patients, the rate of lymph node positivity was 29.9% (95% CI 28.19%-31.57%). Twelve (24.5%) and 619 (22.0%) patients with low risk and non-low-risk tumors, respectively, underwent A/PC. No significant difference was observed between RHC and A/PC patients in regard to likelihood of treatment with adjuvant systemic therapy (OR 0.97, p=0.811). On multivariable survival analysis of the entire cohort incorporating patient, tumor and treatment factors, performance of A/PC as compared to RHC was associated with a survival disadvantage (hazard ratio 1.47, p=0.047) However, among patients with low-risk disease, 5-year OS did not significantly differ based on the type of surgical resection performed (83.3% A/PC vs. 88.9% RHC, log-rank p=0.726) (Figure 1).

<br><br><strong>Conclusions</strong>: Early NMACA with favorable features (T1 T-stage, well-differentiated tumors without LVI) appears to be associated with a very low risk of lymph node positive disease. These patients may be spared the morbidity of more extensive surgery without compromising outcomes. 
","Clinical/Outcomes","Quality of Care","Oncology"
"ASC20220512","84.05","Quickshot","Underlying Comorbid Conditions Are Associated with Advanced Stage Presentation of Cutaneous Melanoma.","J. C. Tidwell<sup>1</sup>, R. J. Straker<sup>1</sup>, C. E. Sharon<sup>1</sup>, A. S. Thaler<sup>1</sup>, N. J. Kelly<sup>1</sup>, E. Y. Chu<sup>2</sup>, J. T. Miura<sup>1</sup>, G. C. Karakousis<sup>1</sup> &nbsp;<sup>1</sup>Hospital Of The University Of Pennsylvania, Department Of Surgery, Philadelphia, PA, USA&nbsp;<sup>2</sup>Hospital Of The University Of Pennsylvania, Department Of Dermatology, Philadelphia, PA, USA","<strong>Introduction</strong>: Early diagnosis and treatment is critical to optimize outcomes for patients diagnosed with melanoma. Increasing comorbidities have been associated with later stage presentation and worse outcomes for other cancers, but the impact of comorbidity level on presentation patterns for patients with melanoma is not well described. We hypothesized that higher levels of comorbidities would correlate with later stage presentation for these patients.


<br><br><strong>Methods</strong>: The National Cancer Database (NCDB) was used to perform a retrospective review of patients diagnosed cutaneous melanoma between 2004-2017. Patients with increasing comorbidities (Charlson-Deyo comorbidity composite score [CDCC] &ge;3) were compared to those with fewer comorbidities (CDCC &lt;3) using multivariable logistic regression analysis. 


<br><br><strong>Results</strong>: Of the 372,108 patients evaluated, 2,980 (0.8%) had CDCC &ge;3. Patients with CDCC &ge;3 were significantly more likely to be older (odds ratio [OR] 1.03, p&lt;0.001), male (odds ratio [OR] 1.4, p&lt;0.001), have Medicaid (OR 3.3, p&lt;0.001) or Medicare (OR 2.1, p&lt;0.001) insurance, have lentigo maligna histology (OR 1.2, p=0.008), have truncal tumors (OR 1.2, p=0.006), and to present with stage II (OR 1.3, p&lt;0.001), stage III (OR 1.5, p&lt;0.001) or stage IV (OR 2.0, p&lt;0.001) disease (Table 1). Among the 227,596 patients with clinical stage I/II disease, patients with CDCC &ge;3 were significantly more likely to present with thicker (median thickness 1.25mm CDCC &ge;3 vs. 0.82mm CDCC &lt;3, OR 1.0, p&lt;0.001) and ulcerated (OR 1.2, p=0.002) tumors, were significantly less likely to undergo sentinel lymph node biopsy when presenting with &ge;T1b T-stage (OR 1.4, p=0.042), and among those who had a sentinel lymph node biopsy performed, were significantly more likely to have a positive biopsy (OR 1.4, p=0.001). Patients with CDCC &ge;3 were significantly less likely to receive systemic therapy (OR 0.76, p=0.007), and among those who underwent surgery, had a longer period of time until their first surgical procedure (mean number of days between diagnosis and first operation 13.6 CDCC &ge;3 vs. 10.3 CDCC &lt;3, OR 1.0, p=0.003).


<br><br><strong>Conclusion</strong>: Increasing patient comorbidities are associated with more advanced stage melanoma at diagnosis. Comprehensive skin examinations as a part of routine health maintenance efforts may aide in diagnosing melanoma at early stages, thereby altering treating options and prognosis among this high-risk patient cohort.

 
","Clinical/Outcomes","Quality of Care","Oncology"
"ASC20220536","84.06","Quickshot","Radiation Utilization for Extremity Soft Tissue Sarcoma in a Contemporary National Cohort","C. E. Sharon<sup>1</sup>, R. J. Straker<sup>1</sup>, A. B. Shannon<sup>1</sup>, J. E. Shabason<sup>2</sup>, D. L. Fraker<sup>1</sup>, J. Miura<sup>1</sup>, G. Karakousis<sup>1</sup> &nbsp;<sup>1</sup>Hospital Of The University Of Pennsylvania, Department Of Surgery, Philadelphia, PA, USA&nbsp;<sup>2</sup>Hospital Of The University Of Pennsylvania, Department Of Radiation Oncology, Philadelphia, PA, USA","<strong>Introduction</strong>: Treatment of extremity soft tissue sarcomas (ESTS) typically includes a combination of surgery, radiation, and in some instances chemotherapy. Current National Comprehensive Cancer Network (NCCN) guidelines advocate for use of neoadjuvant radiation for stage II/III tumors. We sought to examine factors associated with utilization and trends of radiation overall, and neoadjuvant radiation specifically, in a national cohort of patients with ESTS. 

 

<br><br><strong>Methods</strong>: ESTS patients eligible for radiation therapy (stage II/III) who underwent surgical excision were identified from the 2004-2016 National Cancer Database. Patients who received radiation were compared to those who did not, using multivariable logistic regression analysis. A subgroup analysis was performed comparing patients who received neoadjuvant versus adjuvant radiation. Joinpoint regression was used to evaluate trends in radiation receipt. 


<br><br><strong>Results</strong>: Of 10,074 patients with ESTS (55.2% male, median age 62 years), 6,361 (63.1%) received radiation, the minority of whom (n=2,415, 38.0%) received neoadjuvant radiation. Receipt of neoadjuvant radiation was associated with younger age (OR 0.99, 95% CI 0.90-1.00), larger tumor size (OR 1.00, 95% CI 1.00-1.00), negative margins (OR 2.85, 95% CI 2.35-3.46), treatment at a high-volume center (HVC) (OR 2.12, 95% CI 1.78-2.52), and no adjuvant systemic therapy (OR 1.76, 95% CI 1.43-2.17). Across the study period, usage of overall radiation (APC 0.46, p&lt;0.01) and neoadjuvant radiation specifically (APC 5.37, p&lt;0.01) increased, the latter particularly among patients over 65 (APC 5.88, p&lt;0.01). Use of neoadjuvant radiation increased in both LVCs (APC 9.58, p&lt;0.01) and HVCs (APC 4.50, p&lt;0.01). Despite these increasing trends, in the last year of the study period, a minority of patients (44.5%) received neoadjuvant radiation. 


<br><br><strong>Conclusion</strong>: The use of radiation in the treatment of ESTS is increasing with a shift towards neoadjuvant radiation as per guideline recommendations, highlighted particularly in the elderly population and in low volume centers. However, only a minority of patients with ESTS are receiving neoadjuvant radiation. Further study into the barriers to implementation of neoadjuvant radiation is required. 

 
","Clinical/Outcomes","Quality of Care","Oncology"
"ASC20220561","84.08","Quickshot","Impact of Time to Treatment in Stage I-III Gastric Cancer: Analysis of the National Cancer Database","S. R. Kaslow<sup>1</sup>, Y. He<sup>1</sup>, L. Hani<sup>1</sup>, R. S. Berman<sup>1</sup>, A. Y. Lee<sup>1</sup>, C. Correa-Gallego<sup>1</sup> &nbsp;<sup>1</sup>New York University School Of Medicine, Surgery, New York, NY, USA","<strong>Introduction</strong>: 
Time to treatment (TTT) varies widely for patients with gastric cancer and is influenced by factors at the patient, provider, and health-system levels. We aimed to evaluate the relationships between time to treatment, overall survival (OS), and other surgical outcomes in patients with Stage I-III gastric cancer.

<br><br><strong>Methods</strong>: 
We identified patients with clinical Stage I-III gastric cancer who underwent curative-intent gastrectomy within the National Cancer Database (2006-2015) and grouped them by treatment sequence: neoadjuvant or surgery upfront. We defined TTT as weeks from diagnosis to start of treatment (neoadjuvant chemotherapy and definitive surgical procedure, respectively). Minimum P value was used to establish a TTT cut-point for each treatment sequence group. Survival differences were assessed by Kaplan-Meier estimate, Cox proportional hazard regression, and log rank test.

<br><br><strong>Results</strong>:
Among the 22,914 patients with Stage I-III gastric cancer, median age at diagnosis was 66 (IQR 57-74) with 31% female, 79% White, and 39% privately insured patients. Most patients (56%) received surgery upfront; 35% of those patients received adjuvant therapy. More than half (55%) of patients with clinical T2 or higher disease or node positive disease received neoadjuvant therapy.

Median TTT was 5 weeks (IQR 4-7) for patients who received neoadjuvant treatment and 6 weeks (IQR 3-9) for patients who underwent surgery upfront. Longer TTT (&gt;10 weeks for patients who received neoadjuvant, &gt;2 weeks for patients who underwent surgery upfront) was associated with longer median OS (Table). This relationship persisted after adjusting for age at diagnosis, Charlson-Deyo score, pathologic stage, grade, care at multiple facilities, type of hospital, and hospital location (Table). Post-surgical mortality was higher among patients who underwent surgery upfront than those who received neoadjuvant (30-day: 4% vs 2%, 90-day: 7% vs 5%; p&lt;0.001).

Patients who underwent surgery upfront with longer TTT were more likely to have &ge;15 lymph nodes examined and negative resection margins (Table). Post-surgical 30- and 90-day mortality of patients with longer TTT was half that of patients with shorter TTT (Table). There were no significant differences in these outcomes between shorter and longer TTT in the neoadjuvant group.

<br><br><strong>Conclusion</strong>:
Shorter TTT was significantly associated with worse OS for the entire cohort and worse oncologic outcomes and post-surgical mortality among patients who underwent surgery upfront. While most patients received guideline-recommended neoadjuvant treatment, for patients who underwent surgery upfront, these data suggest that a lengthier time to treatment does not negatively impact OS or other post-surgical outcomes.
","Clinical/Outcomes","Quality of Care","Oncology"
